age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18,Private,11th,Never-married,Sales,Own-child,White,Male,0.0,0.0,16,United-States,0
23,Private,HS-grad,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40,United-States,0
56,Private,10th,Separated,Other-service,Unmarried,White,Female,0.0,0.0,32,United-States,0
22,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,0
58,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,1485.0,40,United-States,1
34,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,0
54,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,35,United-States,0
31,Local-gov,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,20,United-States,0
32,,Some-college,Divorced,Handlers-cleaners,Unmarried,Black,Male,0.0,0.0,40,Nicaragua,0
37,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Unmarried,White,Male,0.0,0.0,56,United-States,0
46,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,1
36,Private,10th,Divorced,Craft-repair,Other-relative,Black,Male,0.0,0.0,40,United-States,0
50,,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70,United-States,1
39,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,30,United-States,0
19,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,50,United-States,0
44,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,42,United-States,0
76,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40,Canada,1
27,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40,United-States,0
39,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,0
68,?,Doctorate,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,70,United-States,0
22,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,,0.0,16,United-States,0
30,,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,50,United-States,0
18,Private,Some-college,Never-married,Sales,Own-child,White,Male,0.0,0.0,15,United-States,0
31,Private,,Never-married,Sales,Not-in-family,White,Female,0.0,1504.0,40,United-States,0
36,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,60,United-States,0
64,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,35,United-States,0
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,0
69,Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Female,2346.0,0.0,15,United-States,0
21,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
24,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,0
17,?,11th,Never-married,?,Own-child,Black,Female,0.0,0.0,40,Trinadad&Tobago,0
58,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,1
55,?,HS-grad,Divorced,?,Not-in-family,White,Male,0.0,0.0,20,United-States,0
26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,1
43,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
64,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3471.0,0.0,40,United-States,0
35,?,HS-grad,Never-married,?,Unmarried,Black,Female,0.0,0.0,40,United-States,0
36,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,0
19,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,25,United-States,0
31,Private,11th,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,50,United-States,0
50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,37,?,1
25,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38,United-States,0
31,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
63,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,0.0,0.0,20,United-States,0
38,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65,United-States,0
43,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
61,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,70,United-States,0
34,Private,Bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,7688.0,0.0,50,Philippines,1
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0.0,0.0,27,Taiwan,1
41,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45,England,0
60,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,48,United-States,0
62,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,0
45,Local-gov,11th,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,25,United-States,0
19,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,15,United-States,0
68,Self-emp-not-inc,10th,Widowed,Farming-fishing,Unmarried,White,Male,0.0,0.0,20,United-States,0
33,Private,,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40,India,0
61,Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,30,United-States,0
26,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,0.0,,40,United-States,0
27,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0.0,1980.0,40,United-States,0
35,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,0
35,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,0
45,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,1
42,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45,United-States,1
17,Private,10th,Never-married,Other-service,Own-child,White,Female,0.0,1602.0,18,United-States,0
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,United-States,0
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
54,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,60,United-States,0
41,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,54,United-States,0
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
56,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60,United-States,1
47,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60,?,1
38,Private,Some-college,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,40,United-States,0
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1887.0,40,United-States,1
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,0
46,Private,7th-8th,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0.0,0.0,45,United-States,0
24,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40,Mexico,0
37,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,,0.0,40,United-States,1
30,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,0.0,0.0,40,United-States,0
34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,0
40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,45,United-States,0
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,,0.0,40,United-States,0
53,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40,United-States,0
64,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65,United-States,1
41,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38,United-States,0
40,State-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,1
40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024.0,0.0,30,United-States,1
23,Private,12th,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40,United-States,0
50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1902.0,50,?,1
33,,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45,United-States,0
54,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40,United-States,0
52,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,40,United-States,0
22,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,45,United-States,0
28,?,10th,Never-married,?,Own-child,White,Female,0.0,0.0,38,United-States,0
42,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
73,Local-gov,5th-6th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,6,United-States,0
34,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,0
39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
34,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40,United-States,1
54,Private,Some-college,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,0
25,Local-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40,United-States,0
64,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3137.0,0.0,40,United-States,0
47,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,Mexico,0
31,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40,United-States,0
24,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
20,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,0
57,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,25,United-States,1
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024.0,0.0,40,United-States,1
41,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,50,United-States,0
49,Private,12th,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,,0.0,35,United-States,0
47,Private,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55,United-States,0
59,Private,Assoc-acdm,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,0
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25,United-States,0
40,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,30,Canada,0
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
17,Private,9th,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,20,United-States,0
58,Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,40,United-States,0
53,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,60,United-States,0
34,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,1
22,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,35,United-States,0
58,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,0
40,Private,Preschool,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,20,United-States,0
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103.0,0.0,43,United-States,1
25,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,0.0,2001.0,30,United-States,0
70,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2377.0,50,United-States,1
48,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40,Cambodia,1
73,?,HS-grad,Widowed,?,Not-in-family,White,Female,0.0,0.0,15,United-States,0
55,Self-emp-not-inc,Some-college,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,12,United-States,1
45,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,Germany,1
64,?,Some-college,Widowed,?,Unmarried,White,Female,0.0,0.0,8,United-States,0
63,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
37,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40,United-States,0
46,Self-emp-inc,Doctorate,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35,United-States,0
23,Private,Some-college,Separated,Sales,Own-child,White,Female,0.0,0.0,40,United-States,0
30,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,48,Cuba,1
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55,United-States,0
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,45,United-States,0
44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386.0,0.0,40,United-States,1
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,35,United-States,1
57,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,0
41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,1
53,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45,United-States,0
31,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
24,State-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,30,United-States,0
25,?,Masters,Never-married,?,Not-in-family,White,Female,0.0,0.0,35,Canada,0
37,Federal-gov,Masters,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40,United-States,0
70,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,5,United-States,0
36,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,55,United-States,0
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15,United-States,0
51,Local-gov,Doctorate,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45,United-States,1
30,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,35,United-States,0
44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,70,United-States,1
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
49,Private,,Married-civ-spouse,Sales,Husband,White,Male,,0.0,60,United-States,1
39,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,45,United-States,0
67,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,,0.0,25,United-States,0
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70,United-States,1
21,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,0.0,0.0,40,United-States,0
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Laos,0
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,1
34,,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,55,India,0
23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,38,United-States,0
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,70,United-States,1
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48,United-States,1
90,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,9386.0,0.0,50,Ecuador,1
45,State-gov,HS-grad,Separated,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,0
46,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,25,Germany,0
65,Local-gov,12th,Widowed,Exec-managerial,Not-in-family,White,Male,2009.0,0.0,44,United-States,0
49,Private,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43,United-States,0
34,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40,United-States,0
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60,United-States,0
35,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,52,United-States,0
24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,0
51,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,99999.0,0.0,35,United-States,1
24,Private,1st-4th,Never-married,Farming-fishing,Not-in-family,Other,Male,0.0,0.0,66,Mexico,0
21,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,25,United-States,0
67,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,60,United-States,0
55,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,?,1
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,55,United-States,0
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,60,United-States,1
34,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,30,United-States,0
34,Private,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,0
29,,Some-college,Never-married,Other-service,Own-child,White,Female,0.0,0.0,10,United-States,0
61,?,Bachelors,Never-married,?,Not-in-family,White,Female,0.0,0.0,45,United-States,0
23,?,7th-8th,Never-married,?,Not-in-family,White,Female,0.0,0.0,40,Mexico,0
22,Private,9th,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,0
34,Private,,Divorced,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,42,United-States,0
51,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,1
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
